post_id,post_date,post_images,post
2021-07-29_21-18-07,2021-07-29 21:18:07,['2021-07-29_21-18-07_UTC.jpg'],"""Se você perguntasse a vinte homens íntegros dos nossos dias qual acreditam ser a maior das virtudes, dezenove responderiam: 'abnegação'. Mas se perguntasse a qualquer um dos grandes cristãos do passado, diria: 'amor'. Você percebe o que aconteceu? O termo positivo foi substituído por um negativo, e a importância desse fato transcende o campo da filologia."" C. S. Lewis
.

Estamos cercados de filosofias que levantam a bandeira da abnegação como se isso fosse equivalente a amor. Está em voga. Não bata no coleguinha quando estiver com raiva dele. Não jogue as coisas para o alto quando você estiver frustrado... Abnegação, autocontrole... “Imponha limites aos seus filhos sim, isso é o fará bem a eles, criará filhos com o cérebro mais forte, bons cidadãos capazes de tomar boas decisões em momentos de crise...”
.

Mas abnegação não é amor.
.

Negar-se não é amar, quando pensamos na educação de nossos filhos, não podemos parar no movimento negativo da abnegação.
.

Amar é um movimento positivo. Amar não é simplesmente se abster de algo, mas praticar o Bem. O foco na abnegação nos faz acreditar que o importante é renunciar nossa ‘felicidade’, mas de fato, o importante é buscar a felicidade (verdadeira) do outro: abster-se do mal e praticar o bem.
.

""Autocontenção - a ordenação de nossos apetites; autocontrole - a retenção da expressão de nossas paixões e emoções; autodomínio - que evita que nosso temperamento nos arruine; abnegação - que nos leva a prescindir das coisas que queremos. Tudo isso pode ser excelente. Mas há um caminho melhor. Quando a Vontade visa o que não lhe é próprio e para além do que lhe é próprio, os apetites deixam de ser vorazes, as emoções deixam de dominar, e o temperamento deixa de se rebelar (exceto por um instante rápido e impulsivo, seguido de arrependimento e recuperação). Mas, você dirá: ""o próprio nosso Senhor nos ordenou que negássemos a nós mesmos"". Sim, mas Ele nos pede a abnegação de um discípulo que segue seu Mestre e se nega no sentido de que não tem eu, pelo AMOR que o constrange.” Charlotte Mason
"
2021-07-05_14-14-53,2021-07-05 14:14:53,['2021-07-05_14-14-53_UTC.jpg'],"Que alegria! Chegamos a mais de cem pessoas acompanhando a Live ao vivo entre seis e sete horas da manhã! 🤩
.
Espero ter fortalecido as expectativas de vocês para a semana.
.
A Live já está disponível pelo link que vocês receberam no e-mail cadastrado no ato de inscrição. Procurem em “promoções”, no SPAM e na lixeira, ou façam uma busca com o título “obediência”.
.
Além disso já estamos a todo vapor nos stories, tirando dúvidas e trabalhando juntas no Primeiro Passo da construção do nosso Projeto.
.
Um passo de cada vez e chegaremos lá!
.
Vem também!
"
2021-07-02_01-45-11,2021-07-02 01:45:11,"['2021-07-02_01-45-11_UTC_5.jpg', '2021-07-02_01-45-11_UTC_2.jpg', '2021-07-02_01-45-11_UTC_10.jpg', '2021-07-02_01-45-11_UTC_3.jpg', '2021-07-02_01-45-11_UTC_4.jpg', '2021-07-02_01-45-11_UTC_7.jpg', '2021-07-02_01-45-11_UTC_9.jpg', '2021-07-02_01-45-11_UTC_8.jpg', '2021-07-02_01-45-11_UTC_1.jpg', '2021-07-02_01-45-11_UTC_6.jpg']","Estou muito animada. Espero que seja inesquecível pra vocês!
"
2021-06-23_01-57-28,2021-06-23 01:57:28,['2021-06-23_01-57-28_UTC.jpg'],"“Caí”, disse eu, “e não tenho mais forças para me erguer”. 
.
Esse foi um mês difícil, de exaustão na tentativa que implementar novos e melhores hábitos para minha casa e minha família.
.
O mês acabou. Perseverei. Então, quando tudo parecia bem, as coisas se tumultuaram de alguma forma, e saíram do meu controle. Ou, de fato, nunca estiveram sobre ele. Tudo pesou. Eu parei.
.
Os dias longos, as noites curtas, cobraram seu preço. Meu corpo pediu silêncio. Cansado, de fato, disse na ausência de palavras que não era pela minha força. 
.
Sim, Senhor, eu sei. Eu sempre soube disso. Sim, Ele sabe que confio Nele, que O amo mais que tudo e que o  meu maior desejo é ser instrumento Dele para a santificação da minha família, e do Seu povo.
.
Mesmo assim meus olhos momentaneamente se fecharam para tudo o que já é e só consegui enxergar tudo o que não é - e talvez nem chegue a ser. Sofri. Chorei. Desanimei. Então orei. “Senhor, Tu sabes que te amo. Tu conheces o meu coração. Não me deixes desistir. Se o meu melhor não for suficiente, o Senhor continua suficiente. Seja suficiente para nós, Senhor. Alcance aquilo que minha fraqueza jamais alcançará”.
.
Então, em meu coração, lembrei-me de uma música que diz: “eu não posso viver pelo que sinto, mas pela verdade que Sua Palavra revela; não sou eu quem está Te segurando, mas o Senhor quem está me segurando.”
.
O Senhor responde as orações de Seus filhos e lhes consola o coração. Ele mesmo tem renovado minhas forças para encarar com esperança os meus dias, imperfeitos assim como são. Eu não preciso viver pelo que sinto, mas posso confiar na verdade que Sua Palavra revela. Ele está comigo e abençoará a minha descendência (Sl 27:26)
.
“O Senhor firma os passos do homem bom e no seu caminho se compraz; se cair, não ficará prostrado, porque o Senhor o segura pela mão.”

Salmos 37:23,24
"
2021-06-13_01-54-21,2021-06-13 01:54:21,['2021-06-13_01-54-21_UTC.jpg'],"Jesus avisou aos seus discípulos que após a Sua partida sobreviriam tempos difíceis, em que a iniquidade se multiplicaria e o amor de muitos se esfriaria (Mt 24:12). E Paulo acrescentou que esses seriam tempos trabalhosos, quando os homens seriam amantes de si mesmos e traidores (2Tm 3:2,3).
.
Estes são os nossos tempos. Em que tudo o que sabemos sobre amor é egoísmo. Em que sabemos muito bem amar a nós mesmos em primeiro, segundo e último lugar. Em que facilmente nos tornamos traidores por omissão ou covardia, cobiça ou falta de domínio próprio.
.
Qual seria a verdadeira forma do amor nesses tempos em que o amor pode ser tudo o que eu quiser?
.
Tempos atrás minha filha revelou sua própria definição de amor. “Mamãe, eu amo você porque você cuida de mim...” E aquelas doces e ingênuas palavras me comoveram, porque eu também, por muito, muito tempo pensei assim. “Eu amo você... pelo que você faz por mim” é um pensamento enraizado em nossos corações e não percebemos que, na verdade, somos amantes de nós mesmos. E os “amantes de si mesmos” são os próximos traidores. Pois se eles “amam” alguém pelo que recebem, então, quando este alguém nada mais tiver a oferecer o que sustentará o amor? Ele simplesmente “se esfriará”.
.
Nossos corações trabalhosos demoram a compreender que o amor se expressa - e de forma concreta. Não um sentimento, mas uma ação. O amor que tenho está naquilo que eu faço, e não no que recebo. Por isso eu disse à minha filha “não querida, você <gosta> de mim porque cuido de você; mas você me <ama> quando me obedece prontamente, sorri para espantar meu mau humor, olha para as necessidades de seus irmãos e as supre sem que eu peça... é assim que você me ama.”
.
E é assim que tenho sido amada ao longo dos últimos onze anos. Por alguém que sabe exatamente o que é suportar, crer e esperar na obra do Espírito Santo. Alguém que sempre me envolveu em todo Bem a fim de que a semente da desistência, da traição, fosse substituída por um amor que dá.
"
2021-05-21_10-51-37,2021-05-21 10:51:37,"['2021-05-21_10-51-37_UTC_3.jpg', '2021-05-21_10-51-37_UTC_4.jpg', '2021-05-21_10-51-37_UTC_5.jpg', '2021-05-21_10-51-37_UTC_2.jpg', '2021-05-21_10-51-37_UTC_8.jpg', '2021-05-21_10-51-37_UTC_1.jpg', '2021-05-21_10-51-37_UTC_6.jpg', '2021-05-21_10-51-37_UTC_7.jpg']","Viver é definitivamente um morrer diário. Poupar-se é morrer de forma insignificante.
"
2021-05-09_15-35-24,2021-05-09 15:35:24,['2021-05-09_15-35-24_UTC.jpg'],"“E não vos conformeis com este século, mas transformai-vos pela renovação da vossa mente.” Rm 12:2‬ ‭
.
Confesso que eu não entendia isso. Por muito tempo acreditei que “conformar” significava aceitar ou rejeitar, com minha razão, alguma ideia errada sobre Deus. Mas eu não poderia estar mais longe da verdade.
.
Conformar tem a ver com se ajustar a um molde, a uma fôrma. Tal como uma massa de bolo que, colocada em uma forma redonda, fica redondo, e colocado em uma forma retangular, fica retangular. Pode até ter a ver com concordar ou discordar sobre algo, mas vai muito além.
.
Na verdade, se não estivermos atentas, se não estivermos sendo devidamente assadas na fôrma da Palavra, podemos estar, sem querer, assumindo a forma errada: não apenas a forma errada de pensar, mas a forma errada de viver.
.
Se estivermos na fôrma errada, podemos questionar “que felicidade é essa por ser mãe?” Afinal, ser mãe é trabalhoso, custa sacrifício, paciência, dinheiro, esforços - que muitas vezes não são retribuídos, sequer reconhecidos. Podemos passar uma vida de frustrações e sobrecarga, apesar de algumas gotas de alegria desfrutadas aqui e ali, esperando o dia em que a maternidade irá finalmente trazer alguma felicidade real.
.
Nunca, jamais iremos alcançá-la. Felicidade buscada é um vapor que se desfaz em nossas mãos. A felicidade não se deixa ser “caçada”, mas se entrega como uma recompensa nos ombros daqueles que, olhando para Cristo, negam-se completamente - abrindo mão inclusive da busca de sua própria felicidade - para servi-Lo.
.
Longe de ser matéria de teologia e reflexões que cessam no campo da mente, esse entendimento tem profundas aplicações práticas - trata-se de dedicar todos os nossos esforços para entrar na fôrma certa, e a fôrma certa é a fôrma do amor. Não o amor ao nosso próprio jeito, mas aquele amor que é o maior de todos os mandamentos. Aquele que é definido por Cristo e não por nossos sentimentos:
.
“Se me amais, guardareis os meus mandamentos.”(Jo‬ ‭14:15‬) 
.
E o que Ele manda?
.
“Nisto conhecemos o amor: que Cristo deu a sua vida por nós; e devemos dar nossa vida pelos irmãos.” (1Jo 3:16‬)
.
CONTINUA 👇🏻
"
2021-04-12_01-11-21,2021-04-12 01:11:21,['2021-04-12_01-11-21_UTC.jpg'],"Física, Matemática, Literatura, Inglês... e a lista de matérias escolares parecem não ter fim. 
.
Quando criança, eu sempre me perguntava “por que preciso aprender isso?” Se a resposta fosse “porque um dia pode ser que você precise”, eu pensava “então por que eu não aprendo isso somente quando esse dia chegar?”. Se a resposta fosse “porque é importante para sua vida”, eu pensava “onde é que eu uso essas fórmulas e esses livros chatos na minha vida?”. 
.
Finalmente, me convenci de que não havia realmente um motivo racional para que eu estivesse aprendendo o que eu “tinha que aprender”, a não ser este: “porque essa matéria cai no vestibular”. 
.
Isso me satisfez: eu tinha que passar no vestibular, portanto precisava aprender. Depois de passar, podia esquecer se eu quisesse, afinal havia coisas que eu jamais usaria na vida mesmo. E foi o que aconteceu. Estudei para passar. Passei. Esqueci.
.
Lamento. Muitos anos depois do meu vestibular tive contato com os escritos de Charlotte Mason e aprendi algo que transformou a minha vida:

“Portanto, o conhecimento de Deus é o principal conhecimento e o principal fim da educação.”
.
Esta visão, longe de estreitar uma mente levando-a a pensar “fora com a matemática, a literatura e a física... tudo o que precisamos é estudar a Bíblia”, faz com que a mente se expanda.
.
Explico.
.
Deus é a pura e completa Verdade, e o Dono de todo o conhecimento da Verdade. Todo conhecimento verdadeiro, portanto, vem de Deus. Ele fala Sua verdade por meio de Sua Palavra (a Bíblia), portanto, sim, ela é a nossa principal é fundamental fonte de conhecimento de Deus. Mas Deus ecoa Sua Verdade em todo o universo. E um eco, ainda que não seja perfeitamente idêntico, guarda muitas características daquilo que reproduz - fazemos bem em dar atenção àquelas coisas que, no mundo, ecoam a verdade de Deus, porque o conhecimento de Deus é o principal fim da educação.
.
Isso nos leva à conclusão: por que estudar as mais diversas disciplinas? Para conhecer a verdade de Deus, onde quer que ela se manifeste. A nossa resposta não pode ser utilitarista (porque vamos usar tais conhecimentos); precisamos conhecer simplesmente porque queremos amar mais a Deus.
"
2021-04-08_22-15-23,2021-04-08 22:15:23,['2021-04-08_22-15-23_UTC.jpg'],"...para que eu reconheça a minha fragilidade. Deste aos meus dias o comprimento de alguns palmos; à Tua presença, o prazo da minha vida é nada. Na verdade, todo homem, por mais firme que esteja, é pura vaidade. Com efeito, passa o homem como uma sombra... E eu, Senhor, que espero? Tu és a minha esperança. (Sl 39)
.
Ó Deus, cujos dias não tem fim, faça-me sensível à brevidade e incerteza da vida humana; permita que teu Espírito me guie em justiça e santidade através do vale do sofrimento, todos os dias de minha vida, para que, quando tiver servido minha geração, seja recolhida aos meus pais, tendo o testemunho de uma boa consciência, na confiança e certeza da fé, no consolo de uma esperança santa, no Teu favor. Tudo isso te peço hoje, dia 08/04/2021, em razão do meu 29º aniversário e do luto por minha querida avó que testemunhou de Ti por todos os dias da minha curta vida, em nome de Cristo Jesus, nosso Senhor. Amém.
.
“Eu sei que o meu Redentor vive e que no fim se levantará sobre a terra. E depois que meu corpo estiver destruído e sem carne, verei a Deus. Eu o verei com os meus próprios olhos; eu mesmo e não outro! Como anseia no meu peito o coração!” (Jó 19:25-27)
"
2021-04-04_00-28-53,2021-04-04 00:28:53,['2021-04-04_00-28-53_UTC.jpg'],"Foi em abril de 2012 que eu e meu marido passamos uma semana em Recife, na casa de uma família canadense. Nós nem imaginávamos o quanto a nossa vida mudaria desde aquela semana.
.
Lembro-me que uma das coisas que mais me chocou durante aquele período foi descobrir que os (cinco) filhos dele não frequentavam a escola. Lembro-me do susto quando ouvi esta informação. Lembro-me das perguntas internas que me fiz: como eles aprendem? Como garantir que vão aprender todas as matérias que a escola ensina? Como eles vão passar em uma faculdade e ter um emprego sem aprender as matérias da escola?
.
Algumas afirmações que o próprio pai das crianças fez deixou as coisas ainda piores: elas não seguiam o currículo escolar; elas aprendiam em seu próprio ritmo; e ele não considerava essencial que elas fizessem uma faculdade.
.
Meu cérebro entrou em parafuso e logo formulou ainda mais perguntas: como a faculdade pode não ser essencial? As crianças não seriam ignorantes  por não estarem aprendendo com o currículo escolar? As crianças não ficariam atrasadas por seguirem seu próprio ritmo?
.
Assustada, lembro-me de parar de me questionar essas coisas e considerar tudo isso como “coisa de canadense”. Aquilo podia ser real e viável para eles, mas não para o brasileiro. “Se a criança estuda na escola forçada, como é que, sem ir à escola, ela aprenderia alguma coisa?!”
.
Mesmo assim, algo ali no comportamento das crianças, em suas conversas inteligentes, e nos momentos reunidos à mesa, fez com que eu não me esquecesse dessa “coisa de canadense”. 
.
E foi assim que, muito tempo depois, eu mesma formulei a resposta de que preciso para todas aquelas perguntas e sigo pelo mesmo caminho. 
.
Charlotte Mason, no livro Educação no Lar, afirma:
. 
“Da mesma forma que um riacho não pode elevar-se além da sua fonte, é provável que nenhum esforço educativo possa elevar-se além de todo o esquema de pensamento que lhe dá origem; e, talvez, esta seja a razão de todas as falhas e fracassos que marcam os nossos registros educacionais.”
.
Quando minha fonte para educação dos meus filhos deixou de ser o MEC e o “padrão Piaget” e se tornou a Palavra, todo o meu “esquema educativo” foi transformado.
"
2021-03-14_03-02-05,2021-03-14 03:02:05,['2021-03-14_03-02-05_UTC.jpg'],"Tolkien é sem dúvida o autor de ficção que mais marcou a minha vida. E agora me propus a falar sobre O Silmarillion, mas não vou falar sobre tudo. Meu foco são apenas duas histórias: Turin Turambar e a Queda de Gondolin. Poucas histórias conseguem ilustrar tão bem verdades bíblicas como essas. Tuor e Turin são a ilustração de Provérbios de Salomão.
.
Essas histórias falam sobre o destino das famílias de dois irmãos: Huor e Húrin. Dois homens fortes e destemidos que lutavam contra o grande inimigo (Morgoth) e pelo bem de seu povo. Ao lado dos elfos, travam uma grande guerra contra Morgoth e suas hostes. Huor morreu. Hurin foi capturado vivo e levado diante de Morgoth. Em sua presenca, Hurin se atreveu a zombar-lhe (lembrou-me de Judas 1;9) e, por isso, foi colocado preso em um trono de onde poderia assistir a ruína de sua família, conforme prometeu Morgoth. E esse foi o triste início da história dos filhos de Hurin.
.
“O que guarda a sua boca e a sua língua guarda a sua alma das angústias. O soberbo e presumido, zombador é o seu nome, trata com indignação e soberba.” Provérbios 21:23,24
.
O que se segue na vida de Hurin é uma triste história sobre a destruição de uma família pelo orgulho e obstinação.
.
Gosto de como Charlotte descreve obstinação: é a falta de poder para dominar a si mesmo; é ser vítima de seus apetites e paixões; é ser servo de seu próprio querer e ser incapaz de submeter-se ao jugo de outro. É isso o que vemos nesse lado da história. Enquanto, do outro lado, na história de Huor, vemos humildade e força. Mas vou deixar isso para depois.
"
2020-12-19_04-15-16,2020-12-19 04:15:16,['2020-12-19_04-15-16_UTC.jpg'],"“Todas as coisas importantes são simples”. - Charlotte Mason 
.
Essa mulher incrível, já morta nesse mundo, é uma das pessoas que mais tem me ensinado ao longo dos últimos anos, nos quais tem me feito refletir sobre o que realmente importa na vida, e essa frase é, sem dúvida, uma que eu desejo emoldurar e colocar na minha sala.
.
Quantas vezes, perdida em meus ideais de perfeição, eu sou levada ao medo do fracasso. Quantas vezes, buscando coisas grandiosas demais, eu sou levada à desistência!
.
Então, gentilmente e decididamente, Charlotte, essa grande amiga, vem e me lembra que todas as coisas importantes são simples e isso significa duas coisas:
.
1) nossos ideais de perfeição devem ser substituídos pela perfeição de Cristo. Somente em Cristo, pela obra de Cristo somos perfeitos diante do Pai, e não por aquilo que fazemos. Nossas ações são falhas, nossas habilidades limitadas, nossas escolhas frequentemente ignorastes do contexto completo. Vamos falhar, mas ao confiar em Cristo, podemos seguir confiantes. Isso torna tudo mais simples!
.
2) costumamos  deixar as coisas importantes em busca de coisas complexas. Isso acontece muito na maternidade. As vezes estamos procurando viagens incríveis, festas arrasadoras, uma educação cheia projetos especiais, enquanto as coisas importantes estão bem na nossa frente e rejeitamos: o jantar de quinta-feira, os sorrisos do amanhecer, o lanche no quintal... Cristo nos chama a ver no simples as oportunidades de servir e sacrificar, ensinar e aprender - amar. Essas são as coisas importantes. 
.
Que nesse final de ano, possamos meditar sobre isso, sobre a simplicidade e o que realmente importa. Olhemos para o nascimento e vida de Cristo e não poderemos escapar da realidade dessas palavras: as coisas importantes são simples!
"
2020-12-01_03-07-49,2020-12-01 03:07:49,['2020-12-01_03-07-49_UTC.jpg'],"Apesar de que não existe “nada novo debaixo do sol”, eu mesma pensei nessa analogia ao refletir sobre por que eu deveria ter métodos para as diversas áreas da vida.
.
O que é um método, afinal? O método é uma aplicação que fazemos dos princípios que regem nossas vidas, uma forma de colocar em prática aquilo em que acreditamos.
.
Se, por um lado, enquanto cristãos os princípios que regem nossas vidas devem ser firmes e acabados: os princípios que o próprio Deus estabeleceu; por outro, a aplicação desses princípios parece algo um tanto mais amplo, sujeito à nossa sabedoria para discernir as circunstâncias e “as estações”. Princípios são imutáveis, aplicações dependem da ocasião. 
.
Por isso mesmo afirmo que métodos desenvolvidos por outros são como barcos furados para alguém que deseja chegar do outro lado. O trabalho de chegar à margem oposta pode ser feito até à nado; nesta margem, há apenas barcos furados que, esse “alguém” sabe que não conseguirão levá-lo ao final, mas podem poupar-lhe muito tempo, energia e esforço. É importante saber escolher dentre eles o que pode te levar mais longe no trajeto, mas é também importante reconhecer suas imperfeições e suas limitações.
.
 De igual forma, é bom que olhemos para aqueles métodos que estão à margem do rio que desejamos atravessar, ou seja, que são mais ou menos boas aplicações daqueles princípios que defendemos em nossos corações, e busquemos escolher dentre eles aquele método que julgamos que pode nos levar mais longe no cuidado a casa, na criação de filhos, na formação intelectual, etc., mas nunca deixemos de reconhecer que finalmente o trabalho terá que ser nosso, que nossos métodos se tratam apenas de barcos furados e em algum momento precisaremos prosseguir à nado.
.
Não vamos largar os barcos somente porque estão furados. Vamos aproveitar o trabalho daqueles que vieram antes de nós. Entretanto, não vamos nos apegar demais a eles: são apenas uma forma limitada de aplicar os princípios em que acreditamos, precisamos pensar por nós mesmos nesse trajeto. Não vamos trocar nossos princípios por meras práticas sugeridas por outros. Não vamos tocar nossas convicções por barcos furados.
"
2020-10-18_01-43-40,2020-10-18 01:43:40,['2020-10-18_01-43-40_UTC.jpg'],"Olhei para o meu perfil e pensei “preciso atualizá-lo”. Mas há algum tempo me determinei a intercalar ideias sequenciadas de um livro com reflexões pessoais, e o último post e era justamente “uma reflexão pessoal”. Olhei para o penúltimo e era a primeira e única ideia que eu trouxe sobre o livro Ursinho Pooh. “Que lástima!”, pensei, “Justo nessas circunstâncias eu resolvi começar a falar sobre um livro cujo tema central é amizade!”. Onde eu estava com a cabeça?

Talvez quando escolhi o livro eu estivesse justamente com a cabeça no lugar certo. Talvez agora eu esteja querendo abandonar uma tarefa fundamental para meu crescimento, mas esse perfil de instagram não me deixa – é realmente incômodo ver o primeiro post sobre “amizade” sozinho, isolado, único. Eu sofro por isso. Eu sofro porque sei que preciso continuar a pensar, escrever, me esforçar para melhorar.

Sim, a manutenção de relacionamentos é algo desafiador para alguém como eu, que viveu duas décadas olhando para o próprio umbigo e fazendo pouco pelos outros. A gente tende a essas dificuldades quando finalmente desperta para o significado da Vida, para o cristianismo real, para o negar-se a si mesmo, para o “dar a sua vida pelos seus amigos”.

E eu tenho sofrido, e eu tenho orado. E eu sei que o Senhor tem ouvido as minhas orações. Sei que meus filhos e meu marido estão colhendo os frutos do meu empenho. Sei que tenho conquistado vitórias dentro do meu lar. Mas, e fora dele? Fora dele meus pais, sogros, parentes e amigos, ainda sofrem minha ausência. E foi justamente por isso que minha oração e meu único pedido a Deus para o ano de 2020 foi que eu pudesse servi-los melhor. Então, veio a pandemia e a gravidez. E eu... como eu estou? Lamentando que talvez tenha sido um terrível engano. 

Mas voltei ao livro e li que quando Pooh e Leitão, na melhor das boas intenções, cometeram um terrível engano contra o Oió, desmontando a casa dele, sem saber, para construir uma casa para ele, eles contaram o incidente e riram sobre isso, e também ficaram aliviados por Oió ter gostado da nova casa. Porque nem sempre a boa intenção é suficiente para agradar os amigos. É preciso jogo de cintura. Vamos continuar essa jornada!
"
2020-07-28_01-06-12,2020-07-28 01:06:12,['2020-07-28_01-06-12_UTC.jpg'],"Há dois meses tivemos notícias de uma quarta gravidez, para qual o Senhor me preparou ao longo dos últimos três anos: quem é mais próximo sabe o quanto o período da gravidez é difícil pra mim. A notícia da gravidez foi recebida com alegria e ação de graças. Sabíamos que os próximos meses seriam difíceis e não pedimos algo diferente ao Senhor: apenas nos armamos de esperança e coragem, porque o fim dos curtos oito meses de intensas aventuras reserva sempre uma benção mais especial do que jamais poderíamos conceber, muito menos merecer.
.
Quanto à primeira ecografia, não tínhamos pressa. Planejamos desde o início que seria realizada entre a 11º e a 13º semana (morfológica), porque era uma ecografia importante. Assim aguardamos entre cansaços e vômitos esse momento de escutar o coração e nos maravilhar, como se fosse a primeira vez, com aquela forte melodia.
.
Qual não foi minha surpresa, meu querido bebê 4 (que ainda ganhará um nome), quando a médica disse que havia não um, mas dois sacos gestacionais. E qual não foi minha perplexidade ao escutar a próxima informação: você já não estava mais entre nós!
.
Naquele dia, fiquei supresa e triste por você, mas minha ficha não caiu completamente. Sua existência não parecia ser real. O que era aquilo? Como entender que descobrimos você enquanto ao mesmo tempo te perdemos? Eu não parecia sentir sua perda, porque não te esperava.
.
Ah, meu querido bebê! O mundo quer que você seja esquecido e até meu próprio coração pareceu desejar o mesmo naquele dia: fingir que estava tudo bem, já que eu tinha ido ver um bebê vivo e saudável e vi um bebê vivo e saudável.
.
O mundo inteiro diz que você não foi uma vida, um feto viável. O mundo diz que o seu irmão gêmeo pode substituir a tristeza pela alegria, e que outros bebês finalmente virão para ocupar o seu espaço. E é realmente difícil manter sua memória quando nossa única lembrança é apenas uma imagem borrada do lugar que por algumas semanas você ocupou. No entanto,  sabemos que você existiu entre nós, sem corpo formado, mas com uma alma completa e eterna que continua existindo nos braços de Cristo.
.
Continua nos comentários...
"
2020-05-30_21-54-36,2020-05-30 21:54:36,['2020-05-30_21-54-36_UTC.jpg'],"Este tem sido um ano de muitos desafios. As crises de “dor de barriga” do Joel e do Esdras se agravando, minhas dores de cabeça me deixando de cama. Buscamos soluções, começamos tratamento, retiramos a proteína do leite, houve um alívio nos meninos, minha enxaqueca de vinte anos acabou, mas as crianças continuam a se queixar.
.
Pandemia. Acompanhamento interrompido. Marido em casa. Sempre comeu fora, qualquer coisa, mas quando começa a participar de nossa dieta, coincidentemente, começa a passar mal. Treze quilos a menos, fraqueza intensa. Diagnóstico: diabetes tipo 1 (autoimune).
.
Em meio a todas essas tribulações, agradou a Deus nos confortar com uma notícia sobre a qual muito oramos: o Senhor nos deu mais um filho e recebemos a notícia com muita alegria.
.
E eu fiquei refletindo sobre como, em meio a tantos desafios, eu teria reagido a essa notícia alguns anos atrás. Não tenho dúvidas de que teria me abatido pensando “diante de tanta tribulação, ainda mais uma... certamente não era a melhor hora”.
.
Mas o tempo e a graça de Deus finalmente me fizeram enxergar que devo ver as coisas como a Escritura vê. E ela diz que filhos não são mais uma tribulação. Ao contrário, eles são um consolo, eles são o alívio em meio às dificuldades, alegria em meio às lágrimas e esperança em meio ao caos.
.
Eles são o sussurro de Deus em nossos ouvidos (e de nossos filhos), de que não nos abandonará a nós mesmos, ao nosso comodismo, à nossa preguiça, ao nosso egoísmo, ao nosso anseio de estar no controle. Eles são o sussurro de Deus nos chamando gentilmente a orar mais, amar mais, entregar mais, sorrir mais, aprender mais.
.
Louvado seja o Senhor que nos consola e nos alegra com esperanças eternas.
"
2020-05-23_01-14-43,2020-05-23 01:14:43,['2020-05-23_01-14-43_UTC.jpg'],"Imagino que Tolkien gostaria de ter escrito mais, e eu adoraria poder ler mais um incontável número de detalhes da grande aventura vivida por Bilbo, mas o fato é que “como todas as coisas chegam a um fim, até mesmo esta história, houve um dia em que finalmente avistaram a terra onde Bilbo nascera e fora criado.”
.
Sim, Bilbo estava “de volta outra vez”, depois de ter ultrapassado as fronteiras de seu conforto, passado noites ao relento, perdido inúmeras refeições, gastado a sola de seus pés em longas caminhadas, fugido de orcs e outras criaturas aterrorizantes, enfrentado inúmeros perigos, aprendido incontáveis habilidades, entregado sua própria vida em serviço aos seus amigos e chorado a despedida; enfim, depois de ter vivido a grande aventura de sua vida, sua missão havia terminado, com um sucesso de proporções muito maiores que suas pequenas e limitadas boas ações haviam realizado.
.
Agora ele estava novamente em casa e o impacto que essa aventura teve em sua vida e na vida daqueles pacatos hobbits do condado só podem ser observados a partir dos livros que se seguiram. O que cabe aqui ser dito é que Bilbo se esforçou para fazer o melhor daquilo que havia obtido com a aventura e, a despeito de suas fraquezas, viveu mais um bom tempo de uma vida sem grandes aventuras, porém cheia de busca por sabedoria.
.
Sim, aventuras chegam ao fim. E isso também é real para a maternidade. Não, não estou dizendo que deixamos de ser mães, mas que tudo isso deixa de ser uma aventura. Que os filhos vão crescer e nós, bem, é isso o que Bilbo nos ensina: depois de termos dado tudo sem nada retermos ao longo da aventura, nós devemos continuar fazendo nosso melhor nas coisas comuns, vivendo uma vida cheia de busca por sabedoria e de serviço com nossos dons.

Que, do outro lado da aventura, possamos continuar vivendo a serviço de Deus em todas as pequenas coisas que estiverem em nossas mãos. Que o sentido da nossa vida não seja os filhos, mas servir a Deus onde quer que nos chame. Que quando o dia chegar, possamos nos despedir da aventura que chega ao fim conscientes de que nossa vida não chegou ao fim e ainda temos muito trabalho a fazer.
"
